"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 88 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 88.",3.5,"AnoCar2.0","ensembl","http://www.ensembl.org",88,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Acarolinensis.v88.sqlite","EnsDb.Acarolinensis.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 88.",3.5,"ailMel1","ensembl","http://www.ensembl.org",88,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Amelanoleuca.v88.sqlite","EnsDb.Amelanoleuca.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 88.",3.5,"AstMex102","ensembl","http://www.ensembl.org",88,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Amexicanus.v88.sqlite","EnsDb.Amexicanus.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 88.",3.5,"BGI_duck_1.0","ensembl","http://www.ensembl.org",88,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Aplatyrhynchos.v88.sqlite","EnsDb.Aplatyrhynchos.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 88.",3.5,"UMD3.1","ensembl","http://www.ensembl.org",88,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Btaurus.v88.sqlite","EnsDb.Btaurus.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 88.",3.5,"WBcel235","ensembl","http://www.ensembl.org",88,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Celegans.v88.sqlite","EnsDb.Celegans.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Canis familiaris","Gene and protein annotations for Canis familiaris based on Ensembl version 88.",3.5,"CanFam3.1","ensembl","http://www.ensembl.org",88,"Canis familiaris",9615,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Cfamiliaris.v88.sqlite","EnsDb.Cfamiliaris.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 88.",3.5,"choHof1","ensembl","http://www.ensembl.org",88,"Choloepus hoffmanni",9358,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Choffmanni.v88.sqlite","EnsDb.Choffmanni.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 88.",3.5,"KH","ensembl","http://www.ensembl.org",88,"Ciona intestinalis",7719,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Cintestinalis.v88.sqlite","EnsDb.Cintestinalis.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
"Ensembl 88 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 88.",3.5,"C_jacchus3.2.1","ensembl","http://www.ensembl.org",88,"Callithrix jacchus",9483,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v88/EnsDb.Cjacchus.v88.sqlite","EnsDb.Cjacchus.v88.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:88"
