"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 92 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 92.",3.7,"AnoCar2.0","ensembl","http://www.ensembl.org",92,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Acarolinensis.v92.sqlite","EnsDb.Acarolinensis.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 92.",3.7,"ailMel1","ensembl","http://www.ensembl.org",92,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Amelanoleuca.v92.sqlite","EnsDb.Amelanoleuca.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 92.",3.7,"AstMex102","ensembl","http://www.ensembl.org",92,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Amexicanus.v92.sqlite","EnsDb.Amexicanus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 92.",3.7,"Anan_2.0","ensembl","http://www.ensembl.org",92,"Aotus nancymaae",37293,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Anancymaae.v92.sqlite","EnsDb.Anancymaae.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 92.",3.7,"BGI_duck_1.0","ensembl","http://www.ensembl.org",92,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Aplatyrhynchos.v92.sqlite","EnsDb.Aplatyrhynchos.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 92.",3.7,"UMD3.1","ensembl","http://www.ensembl.org",92,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Btaurus.v92.sqlite","EnsDb.Btaurus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 92.",3.7,"CavAp1.0","ensembl","http://www.ensembl.org",92,"Cavia aperea",37548,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Caperea.v92.sqlite","EnsDb.Caperea.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 92.",3.7,"Caty_1.0","ensembl","http://www.ensembl.org",92,"Cercocebus atys",9531,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Catys.v92.sqlite","EnsDb.Catys.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Cebus capucinus","Gene and protein annotations for Cebus capucinus based on Ensembl version 92.",3.7,"Cebus_imitator-1.0","ensembl","http://www.ensembl.org",92,"Cebus capucinus",9516,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Ccapucinus.v92.sqlite","EnsDb.Ccapucinus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 92.",3.7,"WBcel235","ensembl","http://www.ensembl.org",92,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Celegans.v92.sqlite","EnsDb.Celegans.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Canis familiaris","Gene and protein annotations for Canis familiaris based on Ensembl version 92.",3.7,"CanFam3.1","ensembl","http://www.ensembl.org",92,"Canis familiaris",9615,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Cfamiliaris.v92.sqlite","EnsDb.Cfamiliaris.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Capra hircus","Gene and protein annotations for Capra hircus based on Ensembl version 92.",3.7,"ARS1","ensembl","http://www.ensembl.org",92,"Capra hircus",9925,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Chircus.v92.sqlite","EnsDb.Chircus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 92.",3.7,"choHof1","ensembl","http://www.ensembl.org",92,"Choloepus hoffmanni",9358,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Choffmanni.v92.sqlite","EnsDb.Choffmanni.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 92.",3.7,"KH","ensembl","http://www.ensembl.org",92,"Ciona intestinalis",7719,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Cintestinalis.v92.sqlite","EnsDb.Cintestinalis.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 92.",3.7,"ASM275486v1","ensembl","http://www.ensembl.org",92,"Callithrix jacchus",9483,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Cjacchus.v92.sqlite","EnsDb.Cjacchus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 92.",3.7,"ChiLan1.0","ensembl","http://www.ensembl.org",92,"Chinchilla lanigera",34839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Clanigera.v92.sqlite","EnsDb.Clanigera.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 92.",3.7,"Cavpor3.0","ensembl","http://www.ensembl.org",92,"Cavia porcellus",10141,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Cporcellus.v92.sqlite","EnsDb.Cporcellus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 92.",3.7,"ChlSab1.1","ensembl","http://www.ensembl.org",92,"Chlorocebus sabaeus",60711,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Csabaeus.v92.sqlite","EnsDb.Csabaeus.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Ciona savignyi","Gene and protein annotations for Ciona savignyi based on Ensembl version 92.",3.7,"CSAV2.0","ensembl","http://www.ensembl.org",92,"Ciona savignyi",51511,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Csavignyi.v92.sqlite","EnsDb.Csavignyi.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
"Ensembl 92 EnsDb for Carlito syrichta","Gene and protein annotations for Carlito syrichta based on Ensembl version 92.",3.7,"Tarsius_syrichta-2.0.1","ensembl","http://www.ensembl.org",92,"Carlito syrichta",1868482,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v92/EnsDb.Csyrichta.v92.sqlite","EnsDb.Csyrichta.v92.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:92"
