"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 105 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 105.",3.14,"ASM259213v1","ensembl","http://www.ensembl.org",105,"Anser brachyrhynchus",132585,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Abrachyrhynchus.v105.sqlite","EnsDb.Abrachyrhynchus.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 105.",3.14,"fAstCal1.2","ensembl","http://www.ensembl.org",105,"Astatotilapia calliptera",8154,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acalliptera.v105.sqlite","EnsDb.Acalliptera.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 105.",3.14,"AnoCar2.0v2","ensembl","http://www.ensembl.org",105,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acarolinensis.v105.sqlite","EnsDb.Acarolinensis.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 105.",3.14,"Midas_v5","ensembl","http://www.ensembl.org",105,"Amphilophus citrinellus",61819,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acitrinellus.v105.sqlite","EnsDb.Acitrinellus.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 105.",3.14,"ASM394721v1","ensembl","http://www.ensembl.org",105,"Amazona collaria",241587,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acollaria.v105.sqlite","EnsDb.Acollaria.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 105.",3.14,"athCun1","ensembl","http://www.ensembl.org",105,"Athene cunicularia",194338,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acunicularia.v105.sqlite","EnsDb.Acunicularia.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 105.",3.14,"GooseV1.0","ensembl","http://www.ensembl.org",105,"Anser cygnoides",8845,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Acygnoides.v105.sqlite","EnsDb.Acygnoides.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 105.",3.14,"aptHaa1","ensembl","http://www.ensembl.org",105,"Apteryx haastii",8823,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Ahaastii.v105.sqlite","EnsDb.Ahaastii.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 105.",3.14,"ASM200744v2","ensembl","http://www.ensembl.org",105,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Amelanoleuca.v105.sqlite","EnsDb.Amelanoleuca.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
"Ensembl 105 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 105.",3.14,"Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org",105,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v105/EnsDb.Amexicanus.v105.sqlite","EnsDb.Amexicanus.v105.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:105"
