"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 111 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 111.","3.18","ASM259213v1","ensembl","http://www.ensembl.org","111","Anser brachyrhynchus","132585",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Abrachyrhynchus.v111.sqlite","EnsDb.Abrachyrhynchus.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 111.","3.18","fAstCal1.2","ensembl","http://www.ensembl.org","111","Astatotilapia calliptera","8154",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acalliptera.v111.sqlite","EnsDb.Acalliptera.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 111.","3.18","AnoCar2.0v2","ensembl","http://www.ensembl.org","111","Anolis carolinensis","28377",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acarolinensis.v111.sqlite","EnsDb.Acarolinensis.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Aquila chrysaetos chrysaetos","Gene and protein annotations for Aquila chrysaetos chrysaetos based on Ensembl version 111.","3.18","bAquChr1.2","ensembl","http://www.ensembl.org","111","Aquila chrysaetos chrysaetos","223781",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Achrysaetos_chrysaetos.v111.sqlite","EnsDb.Achrysaetos_chrysaetos.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 111.","3.18","Midas_v5","ensembl","http://www.ensembl.org","111","Amphilophus citrinellus","61819",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acitrinellus.v111.sqlite","EnsDb.Acitrinellus.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 111.","3.18","ASM394721v1","ensembl","http://www.ensembl.org","111","Amazona collaria","241587",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acollaria.v111.sqlite","EnsDb.Acollaria.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 111.","3.18","athCun1","ensembl","http://www.ensembl.org","111","Athene cunicularia","194338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acunicularia.v111.sqlite","EnsDb.Acunicularia.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 111.","3.18","GooseV1.0","ensembl","http://www.ensembl.org","111","Anser cygnoides","8845",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Acygnoides.v111.sqlite","EnsDb.Acygnoides.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 111.","3.18","aptHaa1","ensembl","http://www.ensembl.org","111","Apteryx haastii","8823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Ahaastii.v111.sqlite","EnsDb.Ahaastii.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
"Ensembl 111 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 111.","3.18","ASM200744v2","ensembl","http://www.ensembl.org","111","Ailuropoda melanoleuca","9646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v111/EnsDb.Amelanoleuca.v111.sqlite","EnsDb.Amelanoleuca.v111.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:111"
