"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 93 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 93.",3.7,"AnoCar2.0","ensembl","http://www.ensembl.org",93,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Acarolinensis.v93.sqlite","EnsDb.Acarolinensis.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 93.",3.7,"ailMel1","ensembl","http://www.ensembl.org",93,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Amelanoleuca.v93.sqlite","EnsDb.Amelanoleuca.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 93.",3.7,"AstMex102","ensembl","http://www.ensembl.org",93,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Amexicanus.v93.sqlite","EnsDb.Amexicanus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 93.",3.7,"Anan_2.0","ensembl","http://www.ensembl.org",93,"Aotus nancymaae",37293,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Anancymaae.v93.sqlite","EnsDb.Anancymaae.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 93.",3.7,"BGI_duck_1.0","ensembl","http://www.ensembl.org",93,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Aplatyrhynchos.v93.sqlite","EnsDb.Aplatyrhynchos.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 93.",3.7,"UMD3.1","ensembl","http://www.ensembl.org",93,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Btaurus.v93.sqlite","EnsDb.Btaurus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 93.",3.7,"CavAp1.0","ensembl","http://www.ensembl.org",93,"Cavia aperea",37548,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Caperea.v93.sqlite","EnsDb.Caperea.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 93.",3.7,"Caty_1.0","ensembl","http://www.ensembl.org",93,"Cercocebus atys",9531,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Catys.v93.sqlite","EnsDb.Catys.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Cebus capucinus","Gene and protein annotations for Cebus capucinus based on Ensembl version 93.",3.7,"Cebus_imitator-1.0","ensembl","http://www.ensembl.org",93,"Cebus capucinus",9516,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Ccapucinus.v93.sqlite","EnsDb.Ccapucinus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 93.",3.7,"WBcel235","ensembl","http://www.ensembl.org",93,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Celegans.v93.sqlite","EnsDb.Celegans.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Canis familiaris","Gene and protein annotations for Canis familiaris based on Ensembl version 93.",3.7,"CanFam3.1","ensembl","http://www.ensembl.org",93,"Canis familiaris",9615,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Cfamiliaris.v93.sqlite","EnsDb.Cfamiliaris.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Capra hircus","Gene and protein annotations for Capra hircus based on Ensembl version 93.",3.7,"ARS1","ensembl","http://www.ensembl.org",93,"Capra hircus",9925,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Chircus.v93.sqlite","EnsDb.Chircus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 93.",3.7,"choHof1","ensembl","http://www.ensembl.org",93,"Choloepus hoffmanni",9358,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Choffmanni.v93.sqlite","EnsDb.Choffmanni.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 93.",3.7,"KH","ensembl","http://www.ensembl.org",93,"Ciona intestinalis",7719,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Cintestinalis.v93.sqlite","EnsDb.Cintestinalis.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 93.",3.7,"ASM275486v1","ensembl","http://www.ensembl.org",93,"Callithrix jacchus",9483,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Cjacchus.v93.sqlite","EnsDb.Cjacchus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 93.",3.7,"ChiLan1.0","ensembl","http://www.ensembl.org",93,"Chinchilla lanigera",34839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Clanigera.v93.sqlite","EnsDb.Clanigera.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 93.",3.7,"Cavpor3.0","ensembl","http://www.ensembl.org",93,"Cavia porcellus",10141,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Cporcellus.v93.sqlite","EnsDb.Cporcellus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 93.",3.7,"ChlSab1.1","ensembl","http://www.ensembl.org",93,"Chlorocebus sabaeus",60711,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Csabaeus.v93.sqlite","EnsDb.Csabaeus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Ciona savignyi","Gene and protein annotations for Ciona savignyi based on Ensembl version 93.",3.7,"CSAV2.0","ensembl","http://www.ensembl.org",93,"Ciona savignyi",51511,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Csavignyi.v93.sqlite","EnsDb.Csavignyi.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Carlito syrichta","Gene and protein annotations for Carlito syrichta based on Ensembl version 93.",3.7,"Tarsius_syrichta-2.0.1","ensembl","http://www.ensembl.org",93,"Carlito syrichta",1868482,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Csyrichta.v93.sqlite","EnsDb.Csyrichta.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Drosophila melanogaster","Gene and protein annotations for Drosophila melanogaster based on Ensembl version 93.",3.7,"BDGP6","ensembl","http://www.ensembl.org",93,"Drosophila melanogaster",7227,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Dmelanogaster.v93.sqlite","EnsDb.Dmelanogaster.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Dasypus novemcinctus","Gene and protein annotations for Dasypus novemcinctus based on Ensembl version 93.",3.7,"Dasnov3.0","ensembl","http://www.ensembl.org",93,"Dasypus novemcinctus",9361,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Dnovemcinctus.v93.sqlite","EnsDb.Dnovemcinctus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Dipodomys ordii","Gene and protein annotations for Dipodomys ordii based on Ensembl version 93.",3.7,"Dord_2.0","ensembl","http://www.ensembl.org",93,"Dipodomys ordii",10020,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Dordii.v93.sqlite","EnsDb.Dordii.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Danio rerio","Gene and protein annotations for Danio rerio based on Ensembl version 93.",3.7,"GRCz11","ensembl","http://www.ensembl.org",93,"Danio rerio",7955,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Drerio.v93.sqlite","EnsDb.Drerio.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Eptatretus burgeri","Gene and protein annotations for Eptatretus burgeri based on Ensembl version 93.",3.7,"Eburgeri_3.2","ensembl","http://www.ensembl.org",93,"Eptatretus burgeri",7764,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Eburgeri.v93.sqlite","EnsDb.Eburgeri.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
"Ensembl 93 EnsDb for Equus caballus","Gene and protein annotations for Equus caballus based on Ensembl version 93.",3.7,"EquCab2","ensembl","http://www.ensembl.org",93,"Equus caballus",9796,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v93/EnsDb.Ecaballus.v93.sqlite","EnsDb.Ecaballus.v93.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:93"
