"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 95 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 95.","3.8","fAstCal1.2","ensembl","http://www.ensembl.org","95","Astatotilapia calliptera","8154",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Acalliptera.v95.sqlite","EnsDb.Acalliptera.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 95.","3.8","AnoCar2.0","ensembl","http://www.ensembl.org","95","Anolis carolinensis","28377",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Acarolinensis.v95.sqlite","EnsDb.Acarolinensis.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 95.","3.8","Midas_v5","ensembl","http://www.ensembl.org","95","Amphilophus citrinellus","61819",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Acitrinellus.v95.sqlite","EnsDb.Acitrinellus.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 95.","3.8","ailMel1","ensembl","http://www.ensembl.org","95","Ailuropoda melanoleuca","9646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Amelanoleuca.v95.sqlite","EnsDb.Amelanoleuca.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 95.","3.8","Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org","95","Astyanax mexicanus","7994",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Amexicanus.v95.sqlite","EnsDb.Amexicanus.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 95.","3.8","Anan_2.0","ensembl","http://www.ensembl.org","95","Aotus nancymaae","37293",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Anancymaae.v95.sqlite","EnsDb.Anancymaae.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Amphiprion ocellaris","Gene and protein annotations for Amphiprion ocellaris based on Ensembl version 95.","3.8","AmpOce1.0","ensembl","http://www.ensembl.org","95","Amphiprion ocellaris","80972",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Aocellaris.v95.sqlite","EnsDb.Aocellaris.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 95.","3.8","Nemo_v1","ensembl","http://www.ensembl.org","95","Amphiprion percula","161767",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Apercula.v95.sqlite","EnsDb.Apercula.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 95.","3.8","BGI_duck_1.0","ensembl","http://www.ensembl.org","95","Anas platyrhynchos","8839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Aplatyrhynchos.v95.sqlite","EnsDb.Aplatyrhynchos.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Acanthochromis polyacanthus","Gene and protein annotations for Acanthochromis polyacanthus based on Ensembl version 95.","3.8","ASM210954v1","ensembl","http://www.ensembl.org","95","Acanthochromis polyacanthus","80966",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Apolyacanthus.v95.sqlite","EnsDb.Apolyacanthus.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Anabas testudineus","Gene and protein annotations for Anabas testudineus based on Ensembl version 95.","3.8","fAnaTes1.1","ensembl","http://www.ensembl.org","95","Anabas testudineus","64144",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Atestudineus.v95.sqlite","EnsDb.Atestudineus.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 95.","3.8","ARS-UCD1.2","ensembl","http://www.ensembl.org","95","Bos taurus","9913",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Btaurus.v95.sqlite","EnsDb.Btaurus.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 95.","3.8","CavAp1.0","ensembl","http://www.ensembl.org","95","Cavia aperea","37548",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Caperea.v95.sqlite","EnsDb.Caperea.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
"Ensembl 95 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 95.","3.8","Caty_1.0","ensembl","http://www.ensembl.org","95","Cercocebus atys","9531",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v95/EnsDb.Catys.v95.sqlite","EnsDb.Catys.v95.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:95"
