"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 110 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 110.","3.17","ASM259213v1","ensembl","http://www.ensembl.org","110","Anser brachyrhynchus","132585",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Abrachyrhynchus.v110.sqlite","EnsDb.Abrachyrhynchus.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 110.","3.17","fAstCal1.2","ensembl","http://www.ensembl.org","110","Astatotilapia calliptera","8154",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acalliptera.v110.sqlite","EnsDb.Acalliptera.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 110.","3.17","AnoCar2.0v2","ensembl","http://www.ensembl.org","110","Anolis carolinensis","28377",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acarolinensis.v110.sqlite","EnsDb.Acarolinensis.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Aquila chrysaetos chrysaetos","Gene and protein annotations for Aquila chrysaetos chrysaetos based on Ensembl version 110.","3.17","bAquChr1.2","ensembl","http://www.ensembl.org","110","Aquila chrysaetos chrysaetos","223781",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Achrysaetos_chrysaetos.v110.sqlite","EnsDb.Achrysaetos_chrysaetos.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 110.","3.17","Midas_v5","ensembl","http://www.ensembl.org","110","Amphilophus citrinellus","61819",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acitrinellus.v110.sqlite","EnsDb.Acitrinellus.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 110.","3.17","ASM394721v1","ensembl","http://www.ensembl.org","110","Amazona collaria","241587",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acollaria.v110.sqlite","EnsDb.Acollaria.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 110.","3.17","athCun1","ensembl","http://www.ensembl.org","110","Athene cunicularia","194338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acunicularia.v110.sqlite","EnsDb.Acunicularia.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 110.","3.17","GooseV1.0","ensembl","http://www.ensembl.org","110","Anser cygnoides","8845",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Acygnoides.v110.sqlite","EnsDb.Acygnoides.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 110.","3.17","aptHaa1","ensembl","http://www.ensembl.org","110","Apteryx haastii","8823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Ahaastii.v110.sqlite","EnsDb.Ahaastii.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
"Ensembl 110 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 110.","3.17","ASM200744v2","ensembl","http://www.ensembl.org","110","Ailuropoda melanoleuca","9646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v110/EnsDb.Amelanoleuca.v110.sqlite","EnsDb.Amelanoleuca.v110.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:110"
