"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 90 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 90.",3.5,"AnoCar2.0","ensembl","http://www.ensembl.org",90,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Acarolinensis.v90.sqlite","EnsDb.Acarolinensis.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 90.",3.5,"ailMel1","ensembl","http://www.ensembl.org",90,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Amelanoleuca.v90.sqlite","EnsDb.Amelanoleuca.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 90.",3.5,"AstMex102","ensembl","http://www.ensembl.org",90,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Amexicanus.v90.sqlite","EnsDb.Amexicanus.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 90.",3.5,"BGI_duck_1.0","ensembl","http://www.ensembl.org",90,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Aplatyrhynchos.v90.sqlite","EnsDb.Aplatyrhynchos.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 90.",3.5,"UMD3.1","ensembl","http://www.ensembl.org",90,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Btaurus.v90.sqlite","EnsDb.Btaurus.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 90.",3.5,"CavAp1.0","ensembl","http://www.ensembl.org",90,"Cavia aperea",37548,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Caperea.v90.sqlite","EnsDb.Caperea.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 90.",3.5,"WBcel235","ensembl","http://www.ensembl.org",90,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Celegans.v90.sqlite","EnsDb.Celegans.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Canis familiaris","Gene and protein annotations for Canis familiaris based on Ensembl version 90.",3.5,"CanFam3.1","ensembl","http://www.ensembl.org",90,"Canis familiaris",9615,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Cfamiliaris.v90.sqlite","EnsDb.Cfamiliaris.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 90.",3.5,"choHof1","ensembl","http://www.ensembl.org",90,"Choloepus hoffmanni",9358,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Choffmanni.v90.sqlite","EnsDb.Choffmanni.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 90.",3.5,"KH","ensembl","http://www.ensembl.org",90,"Ciona intestinalis",7719,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Cintestinalis.v90.sqlite","EnsDb.Cintestinalis.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 90.",3.5,"C_jacchus3.2.1","ensembl","http://www.ensembl.org",90,"Callithrix jacchus",9483,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Cjacchus.v90.sqlite","EnsDb.Cjacchus.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Chinchilla lanigera","Gene and protein annotations for Chinchilla lanigera based on Ensembl version 90.",3.5,"ChiLan1.0","ensembl","http://www.ensembl.org",90,"Chinchilla lanigera",34839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Clanigera.v90.sqlite","EnsDb.Clanigera.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 90.",3.5,"Cavpor3.0","ensembl","http://www.ensembl.org",90,"Cavia porcellus",10141,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Cporcellus.v90.sqlite","EnsDb.Cporcellus.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
"Ensembl 90 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 90.",3.5,"ChlSab1.1","ensembl","http://www.ensembl.org",90,"Chlorocebus sabaeus",60711,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v90/EnsDb.Csabaeus.v90.sqlite","EnsDb.Csabaeus.v90.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:90"
