"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 91 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 91.",3.7,"AnoCar2.0","ensembl","http://www.ensembl.org",91,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Acarolinensis.v91.sqlite","EnsDb.Acarolinensis.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 91.",3.7,"ailMel1","ensembl","http://www.ensembl.org",91,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Amelanoleuca.v91.sqlite","EnsDb.Amelanoleuca.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 91.",3.7,"AstMex102","ensembl","http://www.ensembl.org",91,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Amexicanus.v91.sqlite","EnsDb.Amexicanus.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 91.",3.7,"Anan_2.0","ensembl","http://www.ensembl.org",91,"Aotus nancymaae",37293,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Anancymaae.v91.sqlite","EnsDb.Anancymaae.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 91.",3.7,"BGI_duck_1.0","ensembl","http://www.ensembl.org",91,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Aplatyrhynchos.v91.sqlite","EnsDb.Aplatyrhynchos.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 91.",3.7,"UMD3.1","ensembl","http://www.ensembl.org",91,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Btaurus.v91.sqlite","EnsDb.Btaurus.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Cavia aperea","Gene and protein annotations for Cavia aperea based on Ensembl version 91.",3.7,"CavAp1.0","ensembl","http://www.ensembl.org",91,"Cavia aperea",37548,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Caperea.v91.sqlite","EnsDb.Caperea.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Cercocebus atys","Gene and protein annotations for Cercocebus atys based on Ensembl version 91.",3.7,"Caty_1.0","ensembl","http://www.ensembl.org",91,"Cercocebus atys",9531,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Catys.v91.sqlite","EnsDb.Catys.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Cebus capucinus","Gene and protein annotations for Cebus capucinus based on Ensembl version 91.",3.7,"Cebus_imitator-1.0","ensembl","http://www.ensembl.org",91,"Cebus capucinus",9516,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Ccapucinus.v91.sqlite","EnsDb.Ccapucinus.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
"Ensembl 91 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 91.",3.7,"WBcel235","ensembl","http://www.ensembl.org",91,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v91/EnsDb.Celegans.v91.sqlite","EnsDb.Celegans.v91.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:91"
