"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 106 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 106.","3.14","ASM259213v1","ensembl","http://www.ensembl.org","106","Anser brachyrhynchus","132585",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Abrachyrhynchus.v106.sqlite","EnsDb.Abrachyrhynchus.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 106.","3.14","fAstCal1.2","ensembl","http://www.ensembl.org","106","Astatotilapia calliptera","8154",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acalliptera.v106.sqlite","EnsDb.Acalliptera.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 106.","3.14","AnoCar2.0v2","ensembl","http://www.ensembl.org","106","Anolis carolinensis","28377",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acarolinensis.v106.sqlite","EnsDb.Acarolinensis.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 106.","3.14","Midas_v5","ensembl","http://www.ensembl.org","106","Amphilophus citrinellus","61819",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acitrinellus.v106.sqlite","EnsDb.Acitrinellus.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 106.","3.14","ASM394721v1","ensembl","http://www.ensembl.org","106","Amazona collaria","241587",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acollaria.v106.sqlite","EnsDb.Acollaria.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 106.","3.14","athCun1","ensembl","http://www.ensembl.org","106","Athene cunicularia","194338",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acunicularia.v106.sqlite","EnsDb.Acunicularia.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 106.","3.14","GooseV1.0","ensembl","http://www.ensembl.org","106","Anser cygnoides","8845",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Acygnoides.v106.sqlite","EnsDb.Acygnoides.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 106.","3.14","aptHaa1","ensembl","http://www.ensembl.org","106","Apteryx haastii","8823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Ahaastii.v106.sqlite","EnsDb.Ahaastii.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 106.","3.14","ASM200744v2","ensembl","http://www.ensembl.org","106","Ailuropoda melanoleuca","9646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Amelanoleuca.v106.sqlite","EnsDb.Amelanoleuca.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 106.","3.14","Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org","106","Astyanax mexicanus","7994",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Amexicanus.v106.sqlite","EnsDb.Amexicanus.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 106.","3.14","Anan_2.0","ensembl","http://www.ensembl.org","106","Aotus nancymaae","37293",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Anancymaae.v106.sqlite","EnsDb.Anancymaae.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Accipiter nisus","Gene and protein annotations for Accipiter nisus based on Ensembl version 106.","3.14","Accipiter_nisus_ver1.0","ensembl","http://www.ensembl.org","106","Accipiter nisus","211598",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Anisus.v106.sqlite","EnsDb.Anisus.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Amphiprion ocellaris","Gene and protein annotations for Amphiprion ocellaris based on Ensembl version 106.","3.14","AmpOce1.0","ensembl","http://www.ensembl.org","106","Amphiprion ocellaris","80972",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Aocellaris.v106.sqlite","EnsDb.Aocellaris.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Apteryx owenii","Gene and protein annotations for Apteryx owenii based on Ensembl version 106.","3.14","aptOwe1","ensembl","http://www.ensembl.org","106","Apteryx owenii","8824",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Aowenii.v106.sqlite","EnsDb.Aowenii.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
"Ensembl 106 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 106.","3.14","Nemo_v1","ensembl","http://www.ensembl.org","106","Amphiprion percula","161767",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v106/EnsDb.Apercula.v106.sqlite","EnsDb.Apercula.v106.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:106"
