"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 100 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 100.",3.11,"ASM259213v1","ensembl","http://www.ensembl.org",100,"Anser brachyrhynchus",132585,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Abrachyrhynchus.v100.sqlite","EnsDb.Abrachyrhynchus.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 100.",3.11,"fAstCal1.2","ensembl","http://www.ensembl.org",100,"Astatotilapia calliptera",8154,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acalliptera.v100.sqlite","EnsDb.Acalliptera.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 100.",3.11,"AnoCar2.0","ensembl","http://www.ensembl.org",100,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acarolinensis.v100.sqlite","EnsDb.Acarolinensis.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 100.",3.11,"Midas_v5","ensembl","http://www.ensembl.org",100,"Amphilophus citrinellus",61819,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acitrinellus.v100.sqlite","EnsDb.Acitrinellus.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 100.",3.11,"ASM394721v1","ensembl","http://www.ensembl.org",100,"Amazona collaria",241587,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acollaria.v100.sqlite","EnsDb.Acollaria.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 100.",3.11,"athCun1","ensembl","http://www.ensembl.org",100,"Athene cunicularia",194338,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acunicularia.v100.sqlite","EnsDb.Acunicularia.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 100.",3.11,"GooseV1.0","ensembl","http://www.ensembl.org",100,"Anser cygnoides",8845,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Acygnoides.v100.sqlite","EnsDb.Acygnoides.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 100.",3.11,"aptHaa1","ensembl","http://www.ensembl.org",100,"Apteryx haastii",8823,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Ahaastii.v100.sqlite","EnsDb.Ahaastii.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 100.",3.11,"ailMel1","ensembl","http://www.ensembl.org",100,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Amelanoleuca.v100.sqlite","EnsDb.Amelanoleuca.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 100.",3.11,"Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org",100,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Amexicanus.v100.sqlite","EnsDb.Amexicanus.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 100.",3.11,"Anan_2.0","ensembl","http://www.ensembl.org",100,"Aotus nancymaae",37293,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Anancymaae.v100.sqlite","EnsDb.Anancymaae.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Accipiter nisus","Gene and protein annotations for Accipiter nisus based on Ensembl version 100.",3.11,"Accipiter_nisus_ver1.0","ensembl","http://www.ensembl.org",100,"Accipiter nisus",211598,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Anisus.v100.sqlite","EnsDb.Anisus.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Amphiprion ocellaris","Gene and protein annotations for Amphiprion ocellaris based on Ensembl version 100.",3.11,"AmpOce1.0","ensembl","http://www.ensembl.org",100,"Amphiprion ocellaris",80972,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Aocellaris.v100.sqlite","EnsDb.Aocellaris.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Apteryx owenii","Gene and protein annotations for Apteryx owenii based on Ensembl version 100.",3.11,"aptOwe1","ensembl","http://www.ensembl.org",100,"Apteryx owenii",8824,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Aowenii.v100.sqlite","EnsDb.Aowenii.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
"Ensembl 100 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 100.",3.11,"Nemo_v1","ensembl","http://www.ensembl.org",100,"Amphiprion percula",161767,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v100/EnsDb.Apercula.v100.sqlite","EnsDb.Apercula.v100.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:100"
