"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 94 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 94.","3.8","fAstCal1.2","ensembl","http://www.ensembl.org","94","Astatotilapia calliptera","8154",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Acalliptera.v94.sqlite","EnsDb.Acalliptera.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 94.","3.8","AnoCar2.0","ensembl","http://www.ensembl.org","94","Anolis carolinensis","28377",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Acarolinensis.v94.sqlite","EnsDb.Acarolinensis.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 94.","3.8","Midas_v5","ensembl","http://www.ensembl.org","94","Amphilophus citrinellus","61819",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Acitrinellus.v94.sqlite","EnsDb.Acitrinellus.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 94.","3.8","ailMel1","ensembl","http://www.ensembl.org","94","Ailuropoda melanoleuca","9646",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Amelanoleuca.v94.sqlite","EnsDb.Amelanoleuca.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 94.","3.8","Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org","94","Astyanax mexicanus","7994",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Amexicanus.v94.sqlite","EnsDb.Amexicanus.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Aotus nancymaae","Gene and protein annotations for Aotus nancymaae based on Ensembl version 94.","3.8","Anan_2.0","ensembl","http://www.ensembl.org","94","Aotus nancymaae","37293",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Anancymaae.v94.sqlite","EnsDb.Anancymaae.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Amphiprion ocellaris","Gene and protein annotations for Amphiprion ocellaris based on Ensembl version 94.","3.8","AmpOce1.0","ensembl","http://www.ensembl.org","94","Amphiprion ocellaris","80972",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Aocellaris.v94.sqlite","EnsDb.Aocellaris.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Amphiprion percula","Gene and protein annotations for Amphiprion percula based on Ensembl version 94.","3.8","Nemo_v1","ensembl","http://www.ensembl.org","94","Amphiprion percula","161767",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Apercula.v94.sqlite","EnsDb.Apercula.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 94.","3.8","BGI_duck_1.0","ensembl","http://www.ensembl.org","94","Anas platyrhynchos","8839",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Aplatyrhynchos.v94.sqlite","EnsDb.Aplatyrhynchos.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
"Ensembl 94 EnsDb for Acanthochromis polyacanthus","Gene and protein annotations for Acanthochromis polyacanthus based on Ensembl version 94.","3.8","ASM210954v1","ensembl","http://www.ensembl.org","94","Acanthochromis polyacanthus","80966",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v94/EnsDb.Apolyacanthus.v94.sqlite","EnsDb.Apolyacanthus.v94.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:94"
