"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 99 EnsDb for Anser brachyrhynchus","Gene and protein annotations for Anser brachyrhynchus based on Ensembl version 99.",3.1,"ASM259213v1","ensembl","http://www.ensembl.org",99,"Anser brachyrhynchus",132585,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Abrachyrhynchus.v99.sqlite","EnsDb.Abrachyrhynchus.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Astatotilapia calliptera","Gene and protein annotations for Astatotilapia calliptera based on Ensembl version 99.",3.1,"fAstCal1.2","ensembl","http://www.ensembl.org",99,"Astatotilapia calliptera",8154,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acalliptera.v99.sqlite","EnsDb.Acalliptera.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 99.",3.1,"AnoCar2.0","ensembl","http://www.ensembl.org",99,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acarolinensis.v99.sqlite","EnsDb.Acarolinensis.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Amphilophus citrinellus","Gene and protein annotations for Amphilophus citrinellus based on Ensembl version 99.",3.1,"Midas_v5","ensembl","http://www.ensembl.org",99,"Amphilophus citrinellus",61819,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acitrinellus.v99.sqlite","EnsDb.Acitrinellus.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Amazona collaria","Gene and protein annotations for Amazona collaria based on Ensembl version 99.",3.1,"ASM394721v1","ensembl","http://www.ensembl.org",99,"Amazona collaria",241587,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acollaria.v99.sqlite","EnsDb.Acollaria.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Athene cunicularia","Gene and protein annotations for Athene cunicularia based on Ensembl version 99.",3.1,"athCun1","ensembl","http://www.ensembl.org",99,"Athene cunicularia",194338,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acunicularia.v99.sqlite","EnsDb.Acunicularia.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Anser cygnoides","Gene and protein annotations for Anser cygnoides based on Ensembl version 99.",3.1,"GooseV1.0","ensembl","http://www.ensembl.org",99,"Anser cygnoides",8845,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Acygnoides.v99.sqlite","EnsDb.Acygnoides.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Apteryx haastii","Gene and protein annotations for Apteryx haastii based on Ensembl version 99.",3.1,"aptHaa1","ensembl","http://www.ensembl.org",99,"Apteryx haastii",8823,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Ahaastii.v99.sqlite","EnsDb.Ahaastii.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 99.",3.1,"ailMel1","ensembl","http://www.ensembl.org",99,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Amelanoleuca.v99.sqlite","EnsDb.Amelanoleuca.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
"Ensembl 99 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 99.",3.1,"Astyanax_mexicanus-2.0","ensembl","http://www.ensembl.org",99,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v99/EnsDb.Amexicanus.v99.sqlite","EnsDb.Amexicanus.v99.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:99"
