"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","ResourceName","Tags"
"Ensembl 89 EnsDb for Anolis carolinensis","Gene and protein annotations for Anolis carolinensis based on Ensembl version 89.",3.5,"AnoCar2.0","ensembl","http://www.ensembl.org",89,"Anolis carolinensis",28377,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Acarolinensis.v89.sqlite","EnsDb.Acarolinensis.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Ailuropoda melanoleuca","Gene and protein annotations for Ailuropoda melanoleuca based on Ensembl version 89.",3.5,"ailMel1","ensembl","http://www.ensembl.org",89,"Ailuropoda melanoleuca",9646,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Amelanoleuca.v89.sqlite","EnsDb.Amelanoleuca.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Astyanax mexicanus","Gene and protein annotations for Astyanax mexicanus based on Ensembl version 89.",3.5,"AstMex102","ensembl","http://www.ensembl.org",89,"Astyanax mexicanus",7994,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Amexicanus.v89.sqlite","EnsDb.Amexicanus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Anas platyrhynchos","Gene and protein annotations for Anas platyrhynchos based on Ensembl version 89.",3.5,"BGI_duck_1.0","ensembl","http://www.ensembl.org",89,"Anas platyrhynchos",8839,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Aplatyrhynchos.v89.sqlite","EnsDb.Aplatyrhynchos.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Bos taurus","Gene and protein annotations for Bos taurus based on Ensembl version 89.",3.5,"UMD3.1","ensembl","http://www.ensembl.org",89,"Bos taurus",9913,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Btaurus.v89.sqlite","EnsDb.Btaurus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Caenorhabditis elegans","Gene and protein annotations for Caenorhabditis elegans based on Ensembl version 89.",3.5,"WBcel235","ensembl","http://www.ensembl.org",89,"Caenorhabditis elegans",6239,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Celegans.v89.sqlite","EnsDb.Celegans.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Canis familiaris","Gene and protein annotations for Canis familiaris based on Ensembl version 89.",3.5,"CanFam3.1","ensembl","http://www.ensembl.org",89,"Canis familiaris",9615,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Cfamiliaris.v89.sqlite","EnsDb.Cfamiliaris.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Choloepus hoffmanni","Gene and protein annotations for Choloepus hoffmanni based on Ensembl version 89.",3.5,"choHof1","ensembl","http://www.ensembl.org",89,"Choloepus hoffmanni",9358,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Choffmanni.v89.sqlite","EnsDb.Choffmanni.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Ciona intestinalis","Gene and protein annotations for Ciona intestinalis based on Ensembl version 89.",3.5,"KH","ensembl","http://www.ensembl.org",89,"Ciona intestinalis",7719,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Cintestinalis.v89.sqlite","EnsDb.Cintestinalis.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Callithrix jacchus","Gene and protein annotations for Callithrix jacchus based on Ensembl version 89.",3.5,"C_jacchus3.2.1","ensembl","http://www.ensembl.org",89,"Callithrix jacchus",9483,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Cjacchus.v89.sqlite","EnsDb.Cjacchus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Cavia porcellus","Gene and protein annotations for Cavia porcellus based on Ensembl version 89.",3.5,"cavPor3","ensembl","http://www.ensembl.org",89,"Cavia porcellus",10141,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Cporcellus.v89.sqlite","EnsDb.Cporcellus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Chlorocebus sabaeus","Gene and protein annotations for Chlorocebus sabaeus based on Ensembl version 89.",3.5,"ChlSab1.1","ensembl","http://www.ensembl.org",89,"Chlorocebus sabaeus",60711,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Csabaeus.v89.sqlite","EnsDb.Csabaeus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Ciona savignyi","Gene and protein annotations for Ciona savignyi based on Ensembl version 89.",3.5,"CSAV2.0","ensembl","http://www.ensembl.org",89,"Ciona savignyi",51511,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Csavignyi.v89.sqlite","EnsDb.Csavignyi.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Carlito syrichta","Gene and protein annotations for Carlito syrichta based on Ensembl version 89.",3.5,"tarSyr1","ensembl","http://www.ensembl.org",89,"Carlito syrichta",1868482,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Csyrichta.v89.sqlite","EnsDb.Csyrichta.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Drosophila melanogaster","Gene and protein annotations for Drosophila melanogaster based on Ensembl version 89.",3.5,"BDGP6","ensembl","http://www.ensembl.org",89,"Drosophila melanogaster",7227,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Dmelanogaster.v89.sqlite","EnsDb.Dmelanogaster.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Dasypus novemcinctus","Gene and protein annotations for Dasypus novemcinctus based on Ensembl version 89.",3.5,"Dasnov3.0","ensembl","http://www.ensembl.org",89,"Dasypus novemcinctus",9361,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Dnovemcinctus.v89.sqlite","EnsDb.Dnovemcinctus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Dipodomys ordii","Gene and protein annotations for Dipodomys ordii based on Ensembl version 89.",3.5,"dipOrd1","ensembl","http://www.ensembl.org",89,"Dipodomys ordii",10020,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Dordii.v89.sqlite","EnsDb.Dordii.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Danio rerio","Gene and protein annotations for Danio rerio based on Ensembl version 89.",3.5,"GRCz10","ensembl","http://www.ensembl.org",89,"Danio rerio",7955,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Drerio.v89.sqlite","EnsDb.Drerio.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Equus caballus","Gene and protein annotations for Equus caballus based on Ensembl version 89.",3.5,"EquCab2","ensembl","http://www.ensembl.org",89,"Equus caballus",9796,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Ecaballus.v89.sqlite","EnsDb.Ecaballus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
"Ensembl 89 EnsDb for Erinaceus europaeus","Gene and protein annotations for Erinaceus europaeus based on Ensembl version 89.",3.5,"HEDGEHOG","ensembl","http://www.ensembl.org",89,"Erinaceus europaeus",9365,TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","http://s3.amazonaws.com/annotationhub/","AHEnsDbs/v89/EnsDb.Eeuropaeus.v89.sqlite","EnsDb.Eeuropaeus.v89.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:89"
